composition delta_e
Ni0.400000Zn0.200000Tb0.400000 -0.19900795
S0.500000Br0.125000Re0.375000 -0.75161056
Fe0.500000Pd0.250000Lu0.250000 0.036517979
Zr0.500000W0.250000Np0.250000 0.49088419
Sc0.250000Tb0.250000Bi0.500000 -0.34686062
Mn0.250000La0.500000Pt0.250000 -0.30444573
O0.571400Na0.071400Ga0.357100 -2.0876052
Sn0.250000Cs0.500000Ce0.250000 0.48949548
Fe0.500000Ga0.250000Cd0.250000 0.24406269
K0.500000Zr0.250000Pt0.250000 1.1207342
Co0.250000Tc0.250000Sb0.500000 0.27171627
Ga0.666700Y0.333300 -0.66099665
Zr0.250000Rh0.500000Ac0.250000 -0.43736137
Rh0.250000Au0.500000Tl0.250000 0.23837828
Sc0.250000Fe0.250000Tc0.500000 0.1222799
Sc0.250000Sn0.250000Bi0.500000 -0.095902159
Be0.500000Ca0.250000Pb0.250000 0.45838651
Hf0.250000W0.500000Pb0.250000 0.63674252
Rh0.250000Bi0.500000U0.250000 0.37242641
Cd0.250000Er0.500000Re0.250000 0.0039481438
Mg0.250000Ag0.250000Re0.500000 1.0707798
Be0.250000Na0.500000Sr0.250000 0.50957118
V0.250000Tc0.500000U0.250000 0.00043630875
Si0.250000Cu0.500000Ta0.250000 0.094618639
Sb0.500000Pr0.250000Re0.250000 0.089325917
B0.250000Re0.500000Pt0.250000 0.6476407
In0.500000Yb0.250000Hg0.250000 -0.24361072
Na0.250000Sb0.500000Ba0.250000 -0.48542118
Cr0.500000Nd0.250000W0.250000 0.75191038
Mn0.250000Re0.500000Hg0.250000 0.8880398
Rh0.500000Ag0.250000Eu0.250000 -0.096343849
Er0.250000Yb0.250000Ir0.500000 -0.64693067
O0.571400As0.142900Cs0.285700 -1.5290438
Ge0.250000Dy0.250000Ir0.500000 -0.36083822
Ga0.250000Ge0.500000Gd0.250000 -0.14709116
V0.250000Co0.250000Lu0.250000Pb0.250000 0.11374022
Co0.500000Pd0.500000 0.084579165
V0.250000Gd0.500000Au0.250000 -0.12929772
Ge0.500000Ag0.250000W0.250000 0.59967068
V0.500000Sb0.250000Pt0.250000 -0.050806346
Pd0.250000Sn0.500000Ba0.250000 -0.28651327
Rb0.250000Pa0.500000U0.250000 1.4501716
Na0.250000In0.500000Ba0.250000 -0.26962578
Li0.250000La0.250000Ac0.500000 0.16292194
Cd0.250000Cs0.500000Re0.250000 1.4860557
Sb0.250000Pu0.750000 -0.34468841
In0.250000Ba0.250000Ac0.500000 -0.010216644
Ag0.250000Pr0.250000Ta0.500000 0.79756065
Zr0.250000Re0.250000Au0.500000 0.23492798
Ni0.250000Ga0.250000Ir0.500000 -0.14627656
Be0.250000Ni0.250000Cu0.500000 -0.05646283
B0.500000Co0.250000La0.250000 0.66639607
Mg0.250000Mn0.750000 0.30900496
Ca0.250000Rh0.250000Tl0.500000 -0.17869341
Be0.250000Zr0.500000Eu0.250000 0.49882876
Sc0.250000Cr0.250000As0.250000Zr0.250000 -0.1058711
Rb0.250000Mo0.250000La0.500000 0.92346397
Si0.500000Ge0.250000Pm0.250000 0.12527691
Ti0.250000Co0.250000Sn0.250000Lu0.250000 -0.15332129
Tb0.500000Hg0.250000Th0.250000 0.40553686
Cu0.500000Th0.250000U0.250000 0.28351611
K0.250000Rh0.250000Tl0.500000 0.22948858
Mn0.250000Ni0.500000U0.250000 0.23276464
Cl0.642900Cu0.071400Rb0.071400Nb0.214300 -1.4952207
Sc0.500000Zr0.250000Ce0.250000 0.14953472
Mn0.250000La0.250000Th0.500000 0.34675293
Zn0.250000Er0.250000Tl0.500000 -0.043155985
Mg0.250000Pr0.500000Eu0.250000 0.015906298
Ti0.500000Mo0.250000Pm0.250000 0.29943163
As0.250000Sb0.500000Er0.250000 -0.077323381
Na0.500000Sn0.250000Tl0.250000 -0.18597706
V0.250000Ag0.250000Hg0.500000 0.36818074
Cd0.500000Ac0.250000U0.250000 0.49134042
Ca0.250000Lu0.500000W0.250000 0.55449653
Ni0.250000W0.500000Os0.250000 0.31997012
O0.600000Ho0.200000Hf0.200000 -3.8023651
Rh0.500000Cs0.250000Bi0.250000 0.63342751
Si0.500000Ti0.500000 -0.78848303
Se0.750000Tb0.250000 -0.70220956
Rb0.250000Pd0.500000Os0.250000 1.2386239
Mg0.250000Pb0.500000Bi0.250000 0.071226633
Y0.250000Ta0.250000U0.500000 0.7677195
Fe0.500000Rb0.250000Pt0.250000 1.0567989
Be0.250000Sr0.250000Os0.500000 1.3604933
Ti0.250000Cr0.500000As0.250000 -0.13984508
Nb0.250000Ce0.500000Tl0.250000 0.25213799
K0.250000Sr0.500000Pa0.250000 0.92283318
Eu0.250000Re0.500000Ir0.250000 0.77641966
P0.200000S0.600000Cd0.200000 -0.62739852
Si0.250000In0.250000Hf0.500000 -0.041209651
Ni0.500000Ba0.250000Gd0.250000 0.087558491
Cu0.250000Y0.250000Tc0.250000Sb0.250000 -0.016978039
Te0.500000Ir0.250000Pa0.250000 -0.032483644
Fe0.250000Lu0.250000Ir0.250000Pb0.250000 0.10829833
Ca0.250000Rh0.500000Sm0.250000 -0.55090023
Mo0.250000Pt0.250000Tl0.500000 0.63608901
B0.500000Al0.250000Pr0.250000 0.59251407
Te0.250000Tm0.500000Ir0.250000 -0.655327
Cr0.250000Mn0.250000Ir0.250000Bi0.250000 0.44369261
Ru0.250000Hf0.500000Th0.250000 0.064319635
Li0.250000Ni0.500000Pa0.250000 -0.10276336
Zr0.500000Mo0.250000Pa0.250000 0.13285458
Y0.250000Tc0.500000Pr0.250000 0.35781168
B0.250000Na0.250000Fe0.500000 0.93597275
Sr0.250000Gd0.500000Hf0.250000 0.4588937
Ti0.250000Ta0.500000Ac0.250000 0.69928825
V0.250000Cd0.250000W0.500000 0.72841104
Y0.250000Ce0.500000Au0.250000 -0.098495245
Fe0.250000Ni0.250000Nb0.250000Sn0.250000 -0.13474182
Al0.250000Cu0.250000Ir0.500000 -0.3660003
Ca0.250000Fe0.250000Dy0.500000 0.42234338
Co0.250000Sb0.250000Tb0.500000 -0.0021178336
Pr0.250000Gd0.500000Pa0.250000 0.39115025
Al0.250000Ni0.250000Ce0.500000 -0.13960396
Cu0.333300Ge0.333300Ho0.333300 -0.6866388
Ga0.250000As0.500000Hg0.250000 0.37903025
Ce0.500000Au0.250000Bi0.250000 -0.72110492
Ga0.500000W0.250000Pt0.250000 0.056138375
Be0.250000Ba0.500000Nd0.250000 0.67163812
Na0.500000Dy0.250000Lu0.250000 0.43428997
K0.500000Ca0.250000Fe0.250000 0.88669705
Cu0.250000Ag0.500000Hf0.250000 0.09020619
Ru0.250000Nd0.500000Pu0.250000 0.7894632
N0.125000O0.375000Se0.125000Ag0.375000 -0.2112537
Zn0.250000Tb0.250000Bi0.500000 0.053148254
Zr0.500000Dy0.500000 0.045820932
Ge0.500000Ru0.250000Te0.250000 0.58987455
Ca0.500000Hf0.250000Pt0.250000 0.22937776
Mo0.250000Hf0.250000Ac0.500000 0.76695818
O0.600000As0.200000Tm0.200000 -2.0790616
Li0.250000Tc0.250000In0.500000 0.044473996
B0.500000Ge0.250000Sn0.250000 1.4185469
Cr0.500000Sb0.250000Ba0.250000 0.54437931
O0.571400Si0.285700Nd0.142900 -1.7873445
Si0.250000K0.250000Np0.500000 0.91584463
As0.250000Ta0.250000Pa0.500000 0.058239809
Ce0.500000Lu0.250000Pu0.250000 0.21672326
Mg0.250000Ge0.250000Hf0.500000 -0.017067285
Yb0.500000W0.250000Bi0.250000 0.50612355
Ca0.250000Tb0.250000Er0.500000 0.34900439
V0.250000Co0.250000Rh0.250000Bi0.250000 0.21437657
Fe0.500000Co0.250000Nb0.250000 0.015745208
Be0.250000Ni0.250000Sb0.500000 0.45036704
Sc0.250000Ac0.500000U0.250000 0.57837041
Li0.500000Pd0.250000Pu0.250000 0.017429763
Sc0.500000Rb0.250000Y0.250000 0.76520233
Zn0.250000In0.500000Sb0.250000 0.10203496
Sn0.250000Ce0.500000Eu0.250000 -0.37606501
Fe0.250000Zr0.250000Pd0.250000Tl0.250000 -0.1142657
Cu0.500000Cs0.250000Lu0.250000 0.62899227
Mn0.250000Ni0.500000Ta0.250000 -0.076705908
Fe0.250000Nb0.250000La0.500000 0.68092292
Mn0.250000Pt0.250000Tl0.500000 0.27308245
Ce0.250000Er0.500000Pu0.250000 0.22930118
P0.333300Hf0.333300Os0.333300 -0.96842503
Mn0.250000Cs0.250000Np0.500000 1.420209
Pm0.333300Pt0.333300Pb0.333300 -0.79444494
Mg0.250000Cd0.250000U0.500000 0.7441747
Rb0.500000Ru0.250000La0.250000 1.4041279
Sc0.750000Cs0.250000 0.79920092
Fe0.250000Dy0.500000Np0.250000 0.90316327
Mg0.250000Cr0.250000Zn0.250000Cd0.250000 0.14523303
H0.083300O0.625000Ge0.291700 -1.6672826
Zn0.333300Rh0.333300Tb0.333300 -0.50811758
F0.571400Cl0.047600Br0.047600Ba0.333300 -3.9368343
Cl0.500000Zr0.500000 -1.4619125
Ho0.500000Hg0.250000Pu0.250000 0.66225545
B0.250000Lu0.250000Hg0.500000 0.4720446
Ti0.250000Ga0.500000Pt0.250000 -0.4732392
Al0.500000Fe0.250000Mo0.250000 -0.062285795
K0.750000Te0.250000 -0.66332595
Y0.250000La0.250000Re0.500000 0.66102048
Co0.250000Ga0.250000Zr0.250000Ir0.250000 -0.57753031
La0.250000Tb0.250000Pu0.500000 0.42802918
Te0.500000Gd0.500000 -1.338679
K0.250000Ni0.250000Sm0.500000 0.49542516
V0.500000Cu0.250000Re0.250000 -0.0011872413
Si0.250000Sc0.250000Ge0.500000 0.092991928
Y0.250000Tc0.250000Tl0.500000 0.23941137
Mg0.500000Pd0.250000Ac0.250000 -0.11866687
As0.500000Te0.250000Tb0.250000 -0.023650297
B0.100000O0.600000K0.100000Ge0.200000 -2.1943227
Tl0.250000Pa0.250000Np0.500000 0.57156643
Ga0.818200Rh0.181800 -0.34299994
Cr0.250000Fe0.250000Zn0.250000Y0.250000 0.30995022
O0.500000Cu0.250000La0.250000 -2.6093126
V0.250000Sr0.250000W0.500000 1.3567905
C0.333300Y0.666700 -0.29775347
Li0.500000Os0.250000Ir0.250000 0.49416683
Ti0.500000Tc0.250000Ho0.250000 0.057797582
Rb0.250000Nb0.500000Tm0.250000 1.6330243
Tc0.500000Pm0.250000Hf0.250000 0.018134143
Nb0.250000Sn0.500000La0.250000 -0.18315569
Cr0.250000Sr0.500000Te0.250000 -0.16773904
Al0.500000Ga0.250000Sn0.250000 0.1411123
La0.250000Lu0.500000Tl0.250000 0.051810819
Sb0.250000Ir0.250000Au0.500000 0.25914224
Zn0.250000Ga0.500000Hg0.250000 0.16415422
Cd0.250000Ce0.500000Nd0.250000 -0.025489555
Li0.250000Sn0.250000Nd0.500000 -0.48200392
Pd0.250000Th0.250000Np0.500000 0.63345682
Na0.333300Mn0.333300Er0.333300 1.0537457
O0.571400Sr0.142900Dy0.285700 -3.6075234
V0.250000Ba0.500000Th0.250000 0.98715209
La0.250000Gd0.500000Lu0.250000 0.15577067
O0.600000Cu0.200000Te0.200000 -1.3820665
Sr0.500000Eu0.250000Pu0.250000 0.35825837
Ca0.250000Co0.250000Bi0.500000 0.065308865
Mg0.250000Ag0.500000Re0.250000 0.64197416
Si0.333300Ti0.333300Os0.333300 -0.31753413
Be0.250000Mg0.250000Fe0.250000Tl0.250000 0.54911576
Cu0.250000Zn0.250000Ag0.250000Re0.250000 0.68021275
Sc0.250000Ho0.250000Pt0.500000 -1.196304
O0.571400Pd0.285700Cs0.142900 -0.72707079
Cu0.250000Mo0.250000Te0.500000 0.42447933
Mg0.527800Ge0.333300Sr0.138900 -0.4015955
Li0.250000Si0.250000In0.500000 0.10575506
Sc0.250000Pd0.250000Tb0.500000 0.1523946
Rh0.250000Tb0.500000Er0.250000 0.24880054
O0.400000P0.600000 -0.87471405
Ca0.333300As0.444400In0.222200 -0.84995625
Zn0.250000Sr0.500000Pr0.250000 0.25056181
Cu0.250000Pd0.250000Os0.500000 0.66897322
Be0.250000Ru0.250000Hg0.500000 0.65960486
O0.600000Lu0.200000Re0.200000 -1.8164868
Al0.250000Pd0.250000Bi0.500000 0.086208815
Zn0.500000Dy0.250000Yb0.250000 -0.33756823
Sr0.500000Au0.500000 -0.73329421
Ga0.250000In0.250000Yb0.500000 -0.50387188
O0.571400Mg0.142900Sr0.285700 -2.172093
K0.250000Te0.250000Os0.500000 1.5893719
Ti0.250000Ho0.250000Lu0.500000 0.23200126
Ca0.250000Ag0.250000Cs0.500000 0.33271058
Er0.250000Re0.250000Pt0.500000 -0.14448247
Mg0.250000Co0.250000Zr0.250000Sn0.250000 -0.13170651
Al0.250000Ta0.500000U0.250000 0.1590224
Ga0.250000Nb0.250000Pd0.500000 -0.36713245
Li0.250000Hf0.500000Bi0.250000 0.19724928
Ho0.250000Re0.500000Pa0.250000 0.098369017
Cs0.250000Ce0.500000Yb0.250000 0.52050028
Ni0.250000Cd0.250000Sb0.500000 0.30624108
Na0.250000Mg0.500000V0.250000 0.48934575
Ba0.250000Ho0.500000Yb0.250000 0.29345967
K0.250000Cu0.500000Os0.250000 1.3019955
Li0.250000B0.250000Ni0.250000Ru0.250000 0.20029345
Al0.250000Fe0.250000Zn0.250000Pt0.250000 -0.4076163
Si0.500000Zn0.250000In0.250000 0.51660876
Te0.500000Ta0.250000Pa0.250000 -0.16260908
Ge0.500000Rh0.250000Pa0.250000 -0.27624175
O0.416700K0.166700Cd0.250000Cs0.166700 -1.3101792
B0.250000Cu0.250000W0.250000Pt0.250000 0.56764665
Sr0.500000Zr0.250000Pb0.250000 0.23414647
Li0.250000Ti0.500000Ta0.250000 0.26423186
Cd0.250000Hg0.500000Bi0.250000 0.11460408
B0.250000Ca0.250000Te0.500000 0.38537811
Mn0.250000Ba0.500000Hg0.250000 0.13317035
Mn0.250000In0.250000Pr0.500000 0.21865419
Zn0.500000Eu0.250000Tb0.250000 -0.16674481
Nb0.500000Ag0.250000Ta0.250000 0.29828557
B0.500000Cs0.250000Hf0.250000 1.9646624
Co0.500000Ru0.250000Hf0.250000 0.013803956
Ga0.250000Cs0.250000Os0.500000 1.9419231
B0.666700Mo0.166700Gd0.166700 -0.6104477
O0.600000Cd0.200000Ac0.200000 -2.726139
Y0.500000Dy0.250000Bi0.250000 -0.17432056
Ho0.500000W0.250000Np0.250000 0.91079415
Li0.250000Tc0.500000Ac0.250000 0.74533707
O0.555600Ga0.222200Np0.222200 -2.5705049
F0.500000Mg0.500000 -2.3862709
Nd0.250000Pm0.250000Pt0.500000 -1.0532278
B0.250000Pr0.250000Tm0.500000 0.78652735
Cr0.250000Dy0.250000Ho0.500000 0.35454693
Cu0.500000Nd0.250000Pt0.250000 -0.32833607
Si0.250000Cu0.500000Sb0.250000 0.29719765
Co0.250000Y0.500000Sn0.250000 -0.32274246
Ca0.500000Cr0.250000Ta0.250000 1.13954
Sb0.500000Gd0.250000Np0.250000 -0.45887678
Be0.250000Cr0.250000Ga0.250000W0.250000 0.15245097
Be0.250000Pd0.500000Ac0.250000 -0.13717798
Co0.250000As0.500000Pb0.250000 0.5898932
Cr0.250000Zn0.250000Mo0.250000W0.250000 0.2722492
Ca0.250000Rh0.250000Ho0.500000 -0.14274289
Al0.250000Si0.250000Rh0.500000 -0.80862753
Cr0.250000Fe0.500000Ho0.250000 0.35996423
W0.250000Ir0.500000Pb0.250000 0.6653977
Cd0.500000Hf0.250000Pb0.250000 0.30320321
Mg0.400000Os0.600000 1.1887318
O0.636400Si0.181800Sc0.181800 -3.4588585
Ga0.250000Ir0.250000Ac0.500000 -0.40756462
Ag0.250000Yb0.500000Au0.250000 -0.69812338
H0.444400Be0.111100N0.111100F0.333300 -1.8365052
O0.250000Cu0.750000 -0.061616116
Ti0.500000Cr0.250000Ge0.250000 -0.31400587
Mg0.250000Co0.500000Pm0.250000 0.125613
Co0.500000Tm0.250000Au0.250000 -0.044738958
Pm0.250000Yb0.250000Hf0.500000 0.54249781
Sc0.250000Ir0.500000Bi0.250000 -0.22646451
S0.571400Ti0.357100Tl0.071400 -1.4867298
Rh0.500000Eu0.250000Ir0.250000 0.02150896
Sr0.500000Rh0.250000Pm0.250000 0.32585446
Ga0.500000Ru0.250000Eu0.250000 -0.26975576
Be0.250000Cs0.500000Ir0.250000 1.4630485
Sb0.250000Ho0.500000Re0.250000 -0.10735055
Eu0.750000Ir0.250000 -0.23856858
Pm0.250000Eu0.750000 0.064656512
Na0.500000Ga0.250000Ag0.250000 0.0084365527
Sc0.250000Mn0.250000Y0.500000 0.23837268
Ge0.250000Tm0.250000Ta0.500000 0.43469436
Ni0.250000Zn0.250000Sm0.500000 -0.28199465
Na0.500000Al0.250000Si0.250000 0.33120789
O0.285700Cl0.285700Ca0.285700Cu0.142900 -2.2991501
Mn0.250000Rh0.250000Bi0.500000 0.19848011
Ge0.400000Pt0.400000U0.200000 -0.53811596
Be0.250000Hg0.500000Tl0.250000 0.60965025
Li0.500000Co0.250000Nd0.250000 0.33633578
V0.250000Lu0.250000Re0.500000 0.15564566
Sn0.500000Lu0.500000 -0.57829824
Ru0.250000Ac0.250000Th0.500000 0.34496711
Rb0.250000Zr0.500000Er0.250000 1.1376453
In0.250000Er0.250000Bi0.500000 -0.17468043
Cr0.500000Pm0.250000Hf0.250000 0.46332985
Mo0.250000Cs0.250000Sm0.500000 1.0505181
Cr0.250000Gd0.250000Tm0.500000 0.35157902
Co0.250000Ga0.250000Rh0.250000W0.250000 -0.042672676
Si0.250000Nd0.500000Dy0.250000 -0.034218643
O0.500000K0.333300Ti0.166700 -2.6194291
Cr0.500000Ge0.250000Np0.250000 0.31357442
Be0.500000In0.250000U0.250000 0.38233849
Zn0.500000Sn0.250000Cs0.250000 0.21490313
Rh0.250000Pr0.250000Eu0.500000 0.0028661056
Be0.500000Ge0.250000In0.250000 0.65153884
Sn0.500000La0.250000Os0.250000 -0.055869825
Sm0.250000Lu0.250000Os0.500000 0.0049322669
Be0.500000Ni0.250000Sr0.250000 0.66833649
In0.250000W0.250000Tl0.500000 1.1747087
Ag0.500000Cs0.250000Ce0.250000 0.250937
B0.250000Cu0.250000Nb0.250000Ta0.250000 0.88187041
Sc0.500000Sn0.250000Np0.250000 -0.024926157
Li0.250000Eu0.250000Hg0.500000 -0.46849318
Ba0.250000Hf0.500000Pu0.250000 0.79264876
Ca0.250000Rb0.250000Er0.500000 0.6380612
Sr0.250000Tm0.250000Ir0.500000 -0.27888993
H0.222200C0.222200O0.444400Mn0.111100 -1.3388618
Sb0.250000Yb0.250000Au0.500000 -0.62926095
V0.500000Zn0.250000Dy0.250000 0.53815877
Cu0.250000Tb0.250000Er0.500000 0.36541865
Y0.500000Hg0.250000Np0.250000 0.32393535
Al0.250000Ti0.250000Co0.250000Tc0.250000 -0.50168564
Sr0.250000Au0.500000Ac0.250000 -0.75043201
Be0.250000In0.250000Ce0.500000 -0.045707199
Cr0.250000Co0.250000Pt0.250000Pb0.250000 0.25402256
Na0.250000Sn0.500000Pr0.250000 -0.44067919
K0.500000Co0.250000Nb0.250000 1.8483735
Rb0.250000Rh0.250000Pr0.500000 0.33119929
Li0.333300O0.500000V0.083300Y0.083300 -2.5702734
Cu0.250000Zn0.250000Hf0.250000Pb0.250000 0.24694038
O0.600000Zn0.200000Cd0.200000 -1.3562343
K0.250000Pm0.500000Ta0.250000 0.90558334
Br0.500000In0.500000 -0.84381356
K0.250000Te0.500000Yb0.250000 -0.98451647
Fe0.500000Zn0.250000Ge0.250000 0.056407391
Al0.250000Te0.500000U0.250000 -0.13689975
Co0.250000Rb0.500000Rh0.250000 1.4656036
Sr0.250000Zr0.250000Sb0.500000 -0.44032714
Tc0.250000Cs0.500000Nd0.250000 1.6315126
K0.250000Tb0.250000W0.500000 2.2838799
Cu0.500000Ce0.250000Np0.250000 0.64964705
Nd0.500000Ta0.250000Ir0.250000 0.2962632
Mn0.250000Y0.250000Tb0.500000 0.69714284
Cd0.666700Ho0.333300 -0.31574947
O0.666700Gd0.222200W0.111100 -3.3140492
K0.250000Os0.250000Th0.500000 0.59513582
In0.500000Ce0.250000Hg0.250000 -0.1975576
Al0.500000K0.250000Ru0.250000 0.55040464
Mg0.500000Y0.250000In0.250000 -0.23317598
Cr0.250000Ba0.500000Pr0.250000 0.64790238
Mg0.250000Ca0.500000Te0.250000 -0.47705355
Co0.250000Mo0.500000Pm0.250000 0.7145396
Er0.250000Hg0.500000Th0.250000 -0.26784482
Mg0.250000Sc0.250000Rh0.500000 -0.81261164
Be0.250000Fe0.250000Ge0.250000Re0.250000 0.28238857
O0.666700Ce0.166700Ta0.166700 -3.476866
Sc0.250000Co0.250000Ni0.250000Ga0.250000 -0.48838669
V0.500000As0.250000Sb0.250000 0.055020058
Co0.250000Rb0.250000Tm0.500000 0.76141132
Mg0.250000Cr0.250000Co0.250000Tl0.250000 0.38928479
Cu0.500000Ga0.250000Sb0.250000 0.16213621
Al0.250000Ag0.250000Np0.500000 0.47042494
Al0.250000Er0.250000Ac0.500000 0.019925604
Gd0.250000W0.750000 0.54838293
Zr0.333300Os0.333300Ac0.333300 0.12250141
O0.555600Cd0.222200Er0.222200 -2.2464001
Ti0.500000Cr0.250000Mn0.250000 -0.10730157
Mn0.500000Sm0.250000Er0.250000 0.23119571
Fe0.666700Os0.333300 1.4616104
O0.571400Mo0.142900Cs0.285700 -2.1942238
O0.600000As0.200000Ho0.200000 -2.5832823
Na0.500000Ti0.250000V0.250000 1.2093081
Be0.250000Rb0.500000Ac0.250000 1.1499753
Sc0.250000Ni0.250000Rh0.500000 -0.42772892
Na0.333300Ba0.333300Th0.333300 0.97881441
Mn0.250000Rh0.250000Ag0.500000 0.29563802
O0.571400Ge0.142900W0.285700 -1.1535243
Mo0.250000Nd0.250000Dy0.500000 0.41316341
As0.250000W0.250000Pb0.500000 1.1026326
Cd0.250000Er0.250000Pa0.500000 0.47604125
Be0.250000Ba0.500000Sm0.250000 0.67066168
Al0.250000Ti0.250000Fe0.500000 -0.46945562
Cu0.250000Sb0.250000Ir0.250000Hg0.250000 0.32263739
Na0.250000K0.500000Ti0.250000 0.82708052
Mg0.250000Si0.250000Ni0.250000Cu0.250000 -0.23897525
O0.636400P0.090900Fe0.272700 -1.9810575
Ge0.250000Zr0.500000Th0.250000 -0.1060614
Al0.500000Pd0.250000Tb0.250000 -0.32004027
Ni0.250000Sb0.250000Ho0.500000 -0.47550244
Mg0.500000Ba0.250000Yb0.250000 -0.045418248
O0.571400Al0.285700Fe0.142900 -2.6978211
Cr0.500000Hf0.250000Pa0.250000 0.17958884
Li0.250000Cu0.500000Nb0.250000 0.15444235
Be0.250000Fe0.250000Te0.500000 0.64333881
Sb0.500000Eu0.250000Gd0.250000 -0.87030163
K0.250000Ba0.500000Ir0.250000 0.26905787
Cr0.250000Ge0.250000Sb0.500000 0.41611474
As0.250000Sr0.250000Ru0.500000 0.39593111
K0.250000Co0.250000W0.500000 1.9235984
K0.500000Sr0.250000Pr0.250000 0.50355856
Li0.250000Cr0.250000Sn0.250000Ta0.250000 0.10110399
Mg0.250000Pm0.500000Pb0.250000 -0.33134649
Sc0.250000Cr0.250000Co0.250000As0.250000 -0.16389402
Ca0.250000Hf0.500000Re0.250000 0.23773243
O0.555600Zr0.222200Er0.222200 -2.9800275
Na0.500000Tc0.250000La0.250000 0.86295182
O0.571400Mg0.285700Er0.142900 -2.8668478
Cu0.250000In0.250000Os0.250000Pt0.250000 0.32799911
Sc0.500000Ni0.250000Te0.250000 -0.42839038
Ce0.500000Pt0.250000Tl0.250000 -0.55032322
Al0.111100Ge0.666700Sm0.222200 -0.43758918
Si0.500000In0.250000Pm0.250000 0.064291439
Cr0.250000W0.250000Os0.500000 0.33321735
Li0.250000Cu0.250000W0.250000Bi0.250000 0.84654395
V0.250000Co0.250000Sn0.250000W0.250000 0.22524448
Ge0.500000Tl0.250000Pb0.250000 0.29422305
Ce0.250000Ho0.500000Er0.250000 0.12815581
Fe0.500000Ce0.250000Th0.250000 0.35281454
Mn0.500000Mo0.250000Ac0.250000 0.78825613
Sr0.500000Hg0.250000Pa0.250000 0.65517838
K0.500000Zr0.250000Hg0.250000 0.8974992
Ti0.250000Nd0.500000Ac0.250000 0.35839335
K0.500000Te0.250000Ba0.250000 -0.26131854
B0.250000Zr0.250000Ru0.500000 0.077565828
Al0.250000Y0.500000Pt0.250000 -0.7379034
Cd0.500000Ce0.250000Yb0.250000 -0.36984123
Cr0.250000Zn0.500000La0.250000 0.033860735
Be0.250000Ni0.500000Pr0.250000 0.11937738
Hg0.500000Th0.250000U0.250000 0.3591023
Si0.250000Ti0.250000Co0.250000Rh0.250000 -0.72480347
Cr0.250000Zn0.250000Re0.250000Hg0.250000 0.7221353
As0.500000Mo0.250000Lu0.250000 -0.47459307
Ce0.250000Yb0.500000Pt0.250000 -0.30292246
Te0.250000Ta0.500000Pa0.250000 0.40088362
Sc0.250000Co0.250000Pd0.500000 -0.39440958
Nd0.333300Tm0.333300Os0.333300 -0.13594028
B0.500000Yb0.500000 0.5989409
Li0.250000Fe0.250000Zr0.250000Sb0.250000 -0.42154528
Zr0.250000Nd0.500000Yb0.250000 0.23248832
K0.250000Ce0.250000Pm0.500000 0.47225357
Cu0.250000Mo0.250000Ir0.250000Pb0.250000 0.52506029
In0.333300Ce0.333300Os0.333300 0.17624296
Mn0.250000Mo0.250000Lu0.500000 0.30429485
Be0.500000Si0.250000U0.250000 0.17663288
Mg0.250000Sb0.500000Te0.250000 0.1626806
Ca0.250000Cs0.500000Dy0.250000 0.7264136
Ti0.500000Sr0.250000Te0.250000 0.34615801
Na0.250000Tl0.500000Pu0.250000 -0.040497142
Be0.500000Cr0.250000Nb0.250000 0.12610754
Ru0.250000Cs0.500000Tl0.250000 1.1322102
Be0.250000Co0.250000Ga0.250000Os0.250000 -0.053018184
Ca0.250000Cr0.500000Yb0.250000 0.70515284
Cr0.250000Co0.250000Ni0.250000Pb0.250000 0.36540093
Mg0.250000Co0.250000Rh0.500000 -0.0085453388
B0.500000V0.250000Cs0.250000 2.4833167
Br0.750000Pa0.250000 -1.3686715
B0.400000Sm0.200000Ir0.400000 -0.73442046
V0.250000Ba0.250000U0.500000 1.3463216
Pt0.250000Th0.250000Pa0.500000 -0.14344168
Nb0.250000Gd0.250000Hf0.500000 0.29845874
K0.250000Er0.250000Ac0.500000 0.39129026
Co0.500000As0.250000Pd0.250000 0.049095956
Ca0.250000Ru0.250000Th0.500000 0.21556185
Sc0.250000Co0.250000Ni0.250000As0.250000 -0.42329206
Sc0.500000Cd0.250000Pu0.250000 0.66224786
Nb0.500000Sm0.250000Pt0.250000 0.035903993
Mg0.600000As0.400000 -0.63586692
V0.250000Pr0.500000Pu0.250000 1.1135852
Ag0.250000Er0.500000Ta0.250000 0.24956595
Cu0.500000Ag0.250000Bi0.250000 0.22169251
K0.421100Zn0.052600Tl0.526300 -0.14641476
Ca0.250000Sc0.250000Np0.500000 0.89366708
Mn0.250000Y0.250000Te0.500000 -0.46913708
Li0.250000Fe0.250000Sb0.250000Hf0.250000 -0.37414875
C0.487200Ru0.256400Er0.256400 -0.26571383
Fe0.250000Pd0.250000W0.250000Pb0.250000 0.60150614
Co0.250000Pt0.250000Hg0.250000Bi0.250000 0.32771945
B0.250000Os0.250000Hg0.500000 1.6042145
Ni0.250000Cd0.250000Yb0.500000 -0.21290235
Cd0.250000Nd0.250000Th0.500000 0.11359676
Y0.500000Rh0.250000Re0.250000 -0.085481849
Al0.500000Re0.250000Pb0.250000 0.70555665
B0.250000Co0.250000Tc0.250000Os0.250000 0.5717704
Ga0.250000Rh0.500000Pd0.250000 -0.25272676
Ga0.500000Ge0.250000In0.250000 0.13403769
K0.250000Ni0.500000Ru0.250000 1.1471117
